62,56
62,60
62,61
62,63
62,64
62,67
62,86
62,89
63,3
63,6
63,12
63,20
63,29
63,31
63,45
63,60
63,61
63,62
63,64
63,94
63,95
64,0
64,10
64,11
64,19
64,24
64,25
64,27
64,37
64,60
64,61
64,62
64,63
64,87
64,92
64,98
65,27
65,40
65,48
65,61
65,66
65,67
65,68
65,69
65,94
66,4
66,6
66,14
66,35
66,44
66,49
66,50
66,52
66,58
66,65
66,67
66,68
66,69
66,78
66,82
66,89
66,91
67,4
67,22
67,25
67,40
67,50
67,57
67,62
67,65
67,66
67,68
67,78
67,82
68,1
68,49
68,59
68,65
68,66
68,67
68,69
68,73
68,75
68,80
68,84
68,95
68,98
69,30
69,31
69,35
69,48
69,53
69,65
69,66
69,68
69,78
69,84
69,85
69,87
70,29
70,31
70,55
70,71
70,72
70,73
70,74
70,90
71,7
71,24
71,35
71,37
71,39
71,44
71,48
71,49
71,52
71,55
71,58
71,70
71,72
71,74
71,76
71,84
71,85
71,89
71,92
72,26
72,55
72,70
72,71
72,73
72,74
72,84
72,96
73,47
73,56
73,68
73,70
73,72
73,74
74,2
74,18
74,31
74,40
74,52
74,58
74,61
74,70
74,71
74,72
74,73
74,75
74,83
74,87
74,97
75,3
75,12
75,24
75,48
75,56
75,59
75,68
75,74
75,76
75,77
75,78
75,79
76,0
76,25
76,26
76,27
76,36
76,41
76,51
76,56
76,57
76,58
76,60
76,71
76,75
76,77
76,78
76,87
76,90
76,96
77,2
77,6
77,8
77,15
77,17
77,20
77,28
77,58
77,59
77,75
77,76
77,79
77,84
77,93
77,98
78,5
78,16
78,21
78,23
78,26
78,32
78,40
78,42
78,45
78,66
78,67
78,69
78,75
78,76
78,79
79,1
79,21
79,24
79,29
79,40
79,46
79,51
79,75
79,77
79,78
79,85
80,22
80,24
80,34
80,43
80,44
80,52
80,68
80,81
80,82
80,83
80,84
80,86
81,10
81,19
81,33
81,46
81,80
81,82
81,83
81,84
81,86
81,94
81,96
82,0
82,1
82,3
82,12
82,18
82,34
82,37
82,38
82,61
82,66
82,67
82,80
82,81
82,83
82,84
82,96
83,28
83,32
83,38
83,42
83,74
83,80
83,81
83,82
83,84
83,96
84,3
84,43
84,68
84,69
84,71
84,72
84,77
84,80
84,81
84,82
84,83
84,87
85,0
85,1
85,2
85,16
85,18
85,26
85,30
85,48
85,55
85,69
85,71
85,79
85,86
85,88
85,89
85,92
86,5
86,24
86,34
86,40
86,62
86,80
86,81
86,85
86,87
86,88
86,89
87,22
87,42
87,44
87,47
87,64
87,69
87,74
87,76
87,84
87,86
87,88
87,89
87,90
87,98
88,21
88,30
88,44
88,61
88,85
88,86
88,87
88,89
88,90
88,92
89,2
89,9
89,10
89,17
89,19
89,28
89,43
89,62
89,66
89,71
89,85
89,86
89,87
89,88
90,4
90,7
90,20
90,22
90,29
90,58
90,61
90,70
90,76
90,87
90,88
90,91
90,92
90,93
91,32
91,33
91,35
91,39
91,43
91,48
91,50
91,51
91,59
91,66
91,90
91,92
91,93
91,94
91,96
92,0
92,3
92,17
92,26
92,33
92,35
92,36
92,50
92,58
92,64
92,71
92,85
92,88
92,90
92,91
92,93
92,94
92,95
93,13
93,18
93,22
93,33
93,36
93,39
93,43
93,50
93,53
93,77
93,90
93,91
93,92
93,94
94,20
94,24
94,34
94,37
94,50
94,51
94,53
94,54
94,63
94,65
94,81
94,91
94,92
94,93
95,9
95,17
95,51
95,58
95,59
95,63
95,68
95,92
95,96
95,98
95,99
96,3
96,34
96,35
96,42
96,49
96,72
96,76
96,81
96,82
96,83
96,91
96,95
96,98
96,99
97,22
97,30
97,33
97,74
97,98
97,99
98,1
98,7
98,35
98,48
98,49
98,51
98,64
98,68
98,77
98,87
98,95
98,96
98,97
98,99
99,14
99,22
99,95
99,96
99,97
99,98
